"timezone";"country";"altitude";"city";"street";"lon";"lat";"id"
"Europe/Berlin";"DE";59;"Senden";"Droste Gärten";7,48670899999998;51,852094;"70:ee:50:12:96:0e"
"Europe/Berlin";"DE";59;"Senden";"Erlengrund";7,47904204577753;51,8634982972406;"70:ee:50:03:a6:64"
"Europe/Berlin";"DE";60;"Senden";"Rorups Wiese";7,48330020904541;51,8563995361328;"70:ee:50:04:77:40"
"Europe/Berlin";"DE";69;"Kreis Coesfeld";"A 43";7,3376164;51,8759205;"70:ee:50:3e:f5:c8"
"Europe/Berlin";"DE";65;"Kreis Coesfeld";"Auf der Geist";7,36407699999995;51,8666943;"70:ee:50:36:e2:de"
"Europe/Berlin";"DE";62;"Kreis Coesfeld";"Oeings Kamp";7,364014;51,870045;"70:ee:50:58:6e:f2"
"Europe/Berlin";"DE";62;"Senden";"Wierling";7,44127;51,874825;"70:ee:50:29:72:8a"
"Europe/Berlin";"DE";61;"Senden";"Erlengrund";7,47655188211837;51,8654387036808;"70:ee:50:1e:25:06"
"Europe/Berlin";"DE";58;"Senden";"L 844";7,484119;51,869007;"70:ee:50:05:e5:60"
"Europe/Berlin";"DE";92;"Nottuln";"Elisabeth-Selbert-Straße";7,347841;51,919721;"70:ee:50:2f:12:2e"
"Europe/Berlin";"DE";96;"Kreis Coesfeld";"Coubertin-Straße";7,349323;51,92094;"70:ee:50:00:2a:82"
"Europe/Berlin";"DE";95;"Nottuln";"Hovestadt";7,36219099999994;51,9199454;"70:ee:50:22:ef:f0"
"Europe/Berlin";"DE";81;"Nottuln";"B 525";7,385868;51,915958;"70:ee:50:13:71:76"
"Europe/Berlin";"DE";63;"Senden";"Sporksfeld";7,467656;51,921623;"70:ee:50:5f:15:62"
"Europe/Berlin";"DE";62;"Münster";"Tweehues";7,52419694208264;51,9090666474163;"70:ee:50:17:9d:9c"
"Europe/Berlin";"DE";64;"Münster";"Langenkamp";7,52505728593039;51,916572526807;"70:ee:50:53:52:fa"
"Europe/Berlin";"DE";67;"Münster";"Am Kämpken";7,524943;51,919853;"70:ee:50:03:53:fa"
"Europe/Berlin";"DE";67;"Münster";"Waldweg";7,57250022888184;51,9175987243652;"70:ee:50:33:30:86"
"Europe/Berlin";"DE";111;"Kreis Coesfeld";"Milanweg";7,33377700000005;51,928644;"70:ee:50:2f:21:be"
"Europe/Berlin";"DE";112;"Nottuln";"Hochfeldstraße";7,34258;51,930085;"70:ee:50:29:33:9a"
"Europe/Berlin";"DE";98;"Nottuln";"Sankt-Amand-Montrond-Straße";7,34928254550789;51,9239338425892;"70:ee:50:22:dc:ec"
"Europe/Berlin";"DE";95;"Nottuln";"Dülmener Straße";7,35515;51,925731;"70:ee:50:00:0a:14"
"Europe/Berlin";"DE";88;"Nottuln";"Am Vogelbusch";7,3797684;51,927574;"70:ee:50:05:3b:ba"
"Europe/Berlin";"DE";98;"Nottuln";"Am Vogelbusch";7,375593;51,932832;"70:ee:50:2b:16:bc"
"Europe/Berlin";"DE";109;"Nottuln";"Diekhoff";7,415268;51,936532;"70:ee:50:00:65:2e"
"Europe/Berlin";"DE";79;"Senden";"Kley";7,44979000000001;51,92566;"70:ee:50:02:80:fa"
"Europe/Berlin";"DE";69;"Senden";"Alvingheide";7,49391317367554;51,9342880249023;"70:ee:50:36:96:da"
"Europe/Berlin";"DE";60;"Münster";"Am Dill";7,56715586409677;51,9310249016172;"70:ee:50:17:52:68"
"Europe/Berlin";"DE";98;"Nottuln";NA;7,3712912;51,9382639;"70:ee:50:27:b9:46"
"Europe/Berlin";"DE";95;"Nottuln";"Stevern";7,38432264328003;51,942008972168;"70:ee:50:19:10:7c"
"Europe/Berlin";"DE";70;"Münster";"Brock";7,49435689999996;51,947131;"70:ee:50:27:a3:9e"
"Europe/Berlin";"DE";73;"Münster";"Stellmacherweg";7,5246012;51,9514172;"70:ee:50:33:46:b0"
"Europe/Berlin";"DE";69;"Münster";"Buchenweg";7,539091;51,949479;"70:ee:50:2c:8f:56"
"Europe/Berlin";"DE";72;"Münster";"Eichenweg";7,539444;51,949664;"70:ee:50:3f:10:46"
"Europe/Berlin";"DE";70;"Münster";"A 1";7,55;51,94;"70:ee:50:13:06:30"
"Europe/Berlin";"DE";63;"Münster";"Dingbängerweg";7,573083;51,938935;"70:ee:50:1f:6c:30"
"Europe/Berlin";"DE";65;"Münster";"Sentruper Straße";7,573727;51,947051;"70:ee:50:22:d8:b4"
"Europe/Berlin";"DE";155;"Billerbeck";"Dörholt";7,33116710000002;51,9629621;"70:ee:50:17:bf:70"
"Europe/Berlin";"DE";91;"Kreis Coesfeld";"Natrup";7,428326;51,956656;"70:ee:50:28:c6:66"
"Europe/Berlin";"DE";75;"Münster";"Tischlerweg";7,525174;51,953705;"70:ee:50:19:17:a2"
"Europe/Berlin";"DE";76;"Münster";"Annette-von-Droste-Hülshoff-Straße";7,53116;51,95641;"70:ee:50:02:a1:44"
"Europe/Berlin";"DE";73;"Münster";"Buschkamp";7,53333999999995;51,9571298;"70:ee:50:17:ab:18"
"Europe/Berlin";"DE";71;"Münster";"Borkenfeld";7,561455;51,963116;"70:ee:50:2f:26:42"
"Europe/Berlin";"DE";67;"Münster";"Zur Dornhiege";7,56445450000001;51,9596918;"70:ee:50:1f:7e:1c"
"Europe/Berlin";"DE";67;"Münster";"Dieckmannstraße";7,566441;51,962121;"70:ee:50:17:9e:32"
"Europe/Berlin";"DE";67;"Münster";"Coesfeldweg";7,57689400724053;51,9651571610841;"70:ee:50:17:b5:04"
"Europe/Berlin";"DE";66;"Münster";NA;7,58399242887154;51,9601903975691;"70:ee:50:2e:f5:c0"
"Europe/Berlin";"DE";68;"Münster";"Schmeddingstraße";7,586908;51,959566;"70:ee:50:04:c7:20"
